,level_0,index,text,Corrective,Adaptive,Perfective
949,949,898,    mx2: add dma support for mx2 and (eventually) mx1          this patch adds dma support for freescale i.mx27 socs. it is derived     from the i.mx1 port and should (though currently untested) still be     working for the i.mx1.          signed-off-by: sascha hauer <s.hauer@pengutronix.de> ,0,1,0
950,950,1480,    alsa: hda - don't call snd_hda_codec_configure in snd_hda_codec_new()          the codec setup call via snd_hda_codec_configure() isn't necessarily     called in snd_hda_codec_new().  for the later added feature  it's better     to change the code flow like:      - create all codec instances      - configure each codec          signed-off-by: takashi iwai <tiwai@suse.de> ,0,1,0
951,951,1254,    locking/barriers: convert users of lockless_dereference() to read_once()          read_once() now has an implicit smp_read_barrier_depends() call  so it     can be used instead of lockless_dereference() without any change in     semantics.          signed-off-by: will deacon <will.deacon@arm.com>     cc: linus torvalds <torvalds@linux-foundation.org>     cc: paul e. mckenney <p,0,0,1
952,952,1189,"    si-6840 fixes weird typing of quasiquote arguments          previously quasiquote arguments were type checked against any     which caused weird inference that made splicing of complex expressions     unusable:             val l1 = list(q""foo"")        val l2 = list(q""bar"")        q""f(..${l1 ++ l2})"" // argument type checked as any instead of list[tree]          this is fixed by",1,0,0
953,953,350,    perf: speed up migrate_to_s3 rake task by deleting optimized image record.          no point moving all optimized image files to tombstone when the store is     changing. also  `destroy_all` can easily blow memory since we are no     loading in batches. ,0,0,1
954,954,1971,    fixed #22938 -- allowed clearsessions to remove file-based sessions. ,1,0,0
955,955,1104,    rdma/cxgb4: sq flush fix          there is a race when moving a qp from rts->closing where a sq work     request could be posted after the fw receives the rdma_ri/fini wr.     the sq work request will never get processed  and should be completed     with flushed status.  function c4iw_flush_sq()  however was dropping     the oldest sq work request when in closing or idle states,1,0,0
956,956,362,    objective c second alpha drop          - style fixups in the code.     - map<> serialization fixes and more tests.     - autocreation of map<> fields (to match repeated fields).     - @@protoc_insertion_point(global_scope|imports).     - fixup proto2 syntax extension support.     - move all startup code to +initialize so it happen on class usage and not app startup.     - have ,1,0,1
957,957,1877,    clang format for all react native files          summary:     buckle up  this enables clang-format prettifier for all files in react native opensource repo.          changelog: [internal] clang-format codemod.          reviewed by: mdvacca          differential revision: d20331210          fbshipit-source-id: 8da0f94700be0c35bfd399e0c48f1706de04f5b1 ,0,0,1
958,958,1288,    dump_stack: implement arch-specific hardware description in task dumps          x86 and ia64 can acquire extra hardware identification information     from dmi and print it along with task dumps; however  the usage isn't     consistent.          * x86 show_regs() collects vendor  product and board strings and print       them out with pid  comm and utsname.  some of the informa,0,0,1
959,959,1129,    drm/i915: introduce intel_prepare_cursor_plane() (v2)          primary and sprite planes have already been refactored to include a     'prepare' step which handles all the commit-time operations that could     fail (i.e.  pinning buffers and such).  refactor the cursor commit in a     similar manner.          for simplicity and consistency with other plane types  we also switch,0,1,1
960,960,1221,    add `environment` tab to sparkui.          this adds a tab which displays system property and classpath information. this     can be useful in debugging various types of issues such as:          1. extra/incorrect hadoop jars being included in the classpath     2. spark launching with a different jre version than intended     3. spark system properties not being set to intended,0,1,0
961,961,412,    [gardening] remove redundant repetition of type names (dry): repeatedtypename foo = dyn_cast<repeatedtypename>(bar)          replace `nameoftype foo = dyn_cast<nameoftype>(bar)` with dry version `auto foo = dyn_cast<nameoftype>(bar)`.          the dry auto version is by far the dominant form already used in the repo  so this pr merely brings the exceptional cases (redundant rep,0,0,1
962,962,812,    inet: fix various use-after-free in defrags units          syzbot reported another issue caused by my recent patches. [1]          the issue here is that fqdir_exit() is initiating a work queue     and immediately returns. a bit later cleanup_net() was able     to free the mib (percpu data) and the whole struct net was freed      but we had active frag timers that fired and tri,1,0,1
963,963,998,    asoc: shuffle wm8753 device registration code          this patch should be pure code motion  separating that out from the     functional changes to move to new style device registration.          signed-off-by: mark brown <broonie@opensource.wolfsonmicro.com> ,0,0,1
964,964,970,    genirq: cleanup top of file comments          remove pointless references to the file name itself and condense the     information so it wastes less space.          signed-off-by: thomas gleixner <tglx@linutronix.de>     acked-by: marc zyngier <marc.zyngier@arm.com>     cc: kate stewart <kstewart@linuxfoundation.org>     cc: greg kroah-hartman <gregkh@linuxfoundation.org>     c,0,0,1
965,965,1708,    usb: allow initialization of broken keyspan serial adapters.          fixes the keyspan driver after the addition of additional     checking of driver requirements introduced in usb-serial.c     commit 063a2da8f01806906f7d7b1a1424b9afddebc443.  the initialization     of the keyspan usb_serial_driver structs were not initializing the     num_interrupt_out field and the additiona,1,0,0
966,966,1534,    staging: slicoss: simplify struct for statistics          merge several structures for statistics to one structure and remove     unnecessary union nesting.          signed-off-by: lino sanfilippo <linosanfilippo@gmx.de>     signed-off-by: greg kroah-hartman <gregkh@linuxfoundation.org> ,0,0,1
967,967,1341,    rename ./validation_test/execution => execution_crashers to match the names of the compiler_crasher. ,0,0,1
968,968,537,    [patch] mm: incorrect vm_fault_oom returns from drivers          some drivers are returning oom when it is not in response to a memory     shortage.          signed-off-by: nick piggin <npiggin@suse.de>     cc: dave airlie <airlied@linux.ie>     cc: jaroslav kysela <perex@suse.cz>     cc: takashi iwai <tiwai@suse.de>     cc: greg kh <greg@kroah.com>     signed-off-by: andrew mo,1,0,0
